Unnamed: 0,Artist,Url_spotify,Track,Album,Album_type,Uri,Danceability,Energy,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Url_youtube,Title,Channel,Views,Likes,Comments,Description,Licensed,official_video,Stream,Genre
19400,HARDY,https://open.spotify.com/artist/5QNm7E7RU2m64l6Gliu8Oy,"Turn You Down (HARDY feat. Morgan Wallen, Zakk Wylde)",HIXTAPE: Vol. 1,album,spotify:track:3X0773BLlMv6RMq0wkZZAk,0.615,0.874,11.0,-3.375,0.104,0.0131,0.0,0.33,0.604,107.97,154960.0,https://www.youtube.com/watch?v=FViIlWUS0ZI,"HARDY - Turn You Down ft. Morgan Wallen, Zakk Wylde (Audio) ft. Morgan Wallen, Zakk Wylde",HARDYVEVO,1472366.0,12262.0,202.0,"Listen to ""Turn You Down"" (HARDY feat. Morgan Wallen and Zakk Wylde) now!
--
Listen to ""Turn You Down"" here: https://HARDY.lnk.to/HIXTAPEVOL1
To see all upcoming tour dates, visit: http://hardyofficial.com/
Instagram - https://www.instagram.com/hardy/
Facebook - https://www.facebook.com/Hardy/
Twitter - https://twitter.com/HardyMusic

http://vevo.ly/243xa8",True,True,22752120.0,Not Found
19401,HARDY,https://open.spotify.com/artist/5QNm7E7RU2m64l6Gliu8Oy,TRUCK BED,the mockingbird & THE CROW,album,spotify:track:103u49mLoJUge83B1CnLxI,0.662,0.77,0.0,-4.887,0.0367,0.0875,0.0,0.35,0.769,132.057,167535.0,https://www.youtube.com/watch?v=IpIhCdqa-mg,HARDY - TRUCK BED (Lyric Video),HARDYVEVO,2480283.0,16761.0,410.0,"Pre-save/pre-add the new album here: https://HARDY.lnk.to/themockingbirdandTHECROWID

To see all upcoming tour dates, visit: http://hardyofficial.com/
Instagram - https://www.instagram.com/hardy/
TikTok: https://www.tiktok.com/@hardy
Facebook - https://www.facebook.com/Hardy/
Twitter - https://twitter.com/HardyMusic
📱Text me - (615) 205-0310 

LYRICS:

I woke up on the wrong side of the truck bed this morning
With a bone dry bottle of Jack I’s pouring
Damn she got some nerve
Way she kicked me to the curb
Guess you can say I got what I deserve
‘Cause I woke up on the wrong side of the truck bed this morning
 
She said don’t come home if you go to the bar
I said okay baby then got drunk out in the yard
2am I knock knock knocked up on the door
But she never unlock locked it guess I don’t live there no more
 
Yeah she meant business this time
I can’t believe my bloodshot eyes
 
I woke up on the wrong side of the truck bed this morning
With a bone dry bottle of Jack I’s pouring
Damn she got some nerve
Way she kicked me to the curb
Guess you can say I got what I deserve
‘Cause I woke up on the wrong side of the truck bed this morning
 
I used that empty bag of corn to rest my head
A camo jacket for a blanket then passed out like I was dead
 
Still got one heck of a buzz
If I look a train wreck it’s because
 
I woke up on the wrong side of the truck bed this morning
With a bone dry bottle of Jack I’s pouring
Damn she got some nerve
Way she kicked me to the curb
Guess you can say I got what I deserve
‘Cause I woke up on the wrong side of the truck bed this morning yeah 
I woke up on the wrong side of the truck bed this morning, yes I did
 
I can’t believe I gotta be at work at nine
That fuckin’ birds about to catch this 45
Oh I guess if this really is goodbye
At least I took my boots off this time
 
I woke up on the wrong side of the truck bed this morning
With a bone dry bottle of Jack I’s pouring
Damn she got some nerve
Way she kicked me to the curb
Guess you can say I got what I deserve
I woke up on the wrong side of the truck bed this morning
With a bone dry bottle of Jack I’s pouring
Damn she got some nerve
Way she kicked me to the curb
Guess you can say I got what I deserve

#HARDY #TRUCKBED

http://vevo.ly/IGPUNQ",True,True,13483576.0,Not Found
19402,HARDY,https://open.spotify.com/artist/5QNm7E7RU2m64l6Gliu8Oy,He Went To Jared (HARDY feat. Morgan Wallen),HIXTAPE: Vol. 1,album,spotify:track:65IHmBagtQrYRcJd8a47zv,0.565,0.806,9.0,-5.11,0.0482,0.054,7.73e-06,0.204,0.683,140.084,213693.0,https://www.youtube.com/watch?v=km_k1N7eiWo,HiXTAPE - He Went To Jared (Official Music Video),HiXTAPEVEVO,1741134.0,9003.0,122.0,"Watch the official music video for ""He Went To Jared"" (HARDY feat. Morgan Wallen) now!

Listen to ""He Went To Jared"" (HARDY feat. Morgan Wallen) here: https://hardy.ffm.to/hewenttojared

HiX Shop - www.hixtape.com/shop
Instagram - https://www.instagram.com/hixtapemusic/
Facebook - https://www.facebook.com/hixtapemusic/
Twitter - https://twitter.com/hixtape

Instagram - https://www.instagram.com/hardy/
Facebook - https://www.facebook.com/Hardy/
Twitter - https://twitter.com/HardyMusic
📱Text HARDY - (615) 205-0310 

--

Lyrics:
I Still Got A Shoebox Full Of Money 
Sittin’ At The Top Of My Closet
From Workin’ Like A Dog
Got A Chicken Scratch Notepad 
Of What I Would’ve Said Once I Bought It
Till She Called It Off
Now She’s Picking Out Menus And Venues
And Djs And His Cake And Her Cake
Where The Honeymoon Gonna Be
With A New Dude With Bukoos Of Old Cash
I Swear That’s The Furthest Damn Thing From Me

He Went To Ole Miss I Went To Work
He Pushes Paper I Push The Dirt
He’s Got That Clean Cut Drivin’ In A Clean Truck
I’m Just Sittin’ Here With A Beer And My Jeans Tucked
He’s Tying Cans On The Bumper Of A Car
I’m Tying One On Takin’ It Hard
Thinkin’ Bout I’m There With A White Horse And Carriage
Nearly Three Karats
He Went To Jared I Went To The Bar

I Got My Own Ceremony Going On Right Here In The Neon
With My Best Man Jack
It’ll Be A Meter On A Dash 
Smellin’ Bad Yella Cab Takin’ Me Home
He’ll Be In A Cadillac
On His Ride To The Airline, Saint Lucia 
Next To The Girl I Should Still Be With

He Went To Ole Miss I Went To Work
He Pushes Paper I Push The Dirt
He’s Got That Clean Cut Drivin’ In A Clean Truck
I’m Just Sittin’ Here With A Beer And My Jeans Tucked
He’s Tying Cans On The Bumper Of A Car
I’m Tying One On Takin’ It Hard
Thinkin’ Bout I’m There With A White Horse And Carriage
Nearly Three Karats
He Went To Jared I Went To The Bar

Maybe I’m Drunk 
And It Ain’t That Bad
Cause I Ain’t Into Girls
Into Guys Like That
Hell Nah

He Went To Ole Miss I Went To Work
He Pushes Paper I Push The Dirt
He’s Got That Clean Cut Drivin’ In A Clean Truck
I’m Just Sittin’ Here With A Beer And My Jeans Tucked
He’s Tying Cans On The Bumper Of A Car
I’m Tying One On Takin’ It Hard
Thinkin’ Bout I’m There With A White Horse And Carriage
Nearly Three Karats
He Went To Jared I Went To The Bar

Video Animated by: Somehoodlum

#HARDY
#HiXTAPE

http://vevo.ly/RIP92y",True,True,41040881.0,Not Found
19403,HARDY,https://open.spotify.com/artist/5QNm7E7RU2m64l6Gliu8Oy,JACK,the mockingbird & THE CROW,album,spotify:track:4q4ITrTmB4LyoNw9yjb2Ic,0.551,0.6,7.0,-5.501,0.0295,0.0295,2.94e-06,0.291,0.493,125.019,168630.0,https://www.youtube.com/watch?v=uwtjL9UI4uQ,HARDY - JACK (Official Music Video),HARDYVEVO,3734930.0,30423.0,1295.0,"Listen to ""JACK"" here: https://hardy.lnk.to/JACK

To see all upcoming tour dates, visit: http://hardyofficial.com/
Instagram - https://www.instagram.com/hardy/
TikTok: https://www.tiktok.com/@hardy
Facebook - https://www.facebook.com/Hardy/
Twitter - https://twitter.com/HardyMusic
📱Text me - (615) 205-0310 

LYRICS:

Hey kid let me introduce myself
I’s a friend of your dad’s when he had no one else
I’ll put the party in your life boy you know I can
Have you ever wanted to feel like superman
 
Oh, Oh
 
I see that blonde hair over there looking at you
You wanna say what’s up but can’t work up the courage to
But if you stick with me buddy you can bet your life
She’ll be walking out with you by the end of the night so
 
Don’t listen to momma
Hell I ain’t the devil
Ditch me when you wanna
But if you need a little
I can fix your problems
Always got your back
I can make you famous
By the way my name is….

Shit
It ain't my place but I gotta admit
 
All the people in your circle man they’re pissing me off
Say you’re broken and you’re soulless and it’s all my fault
So tell me old friend, is it such a sin
All I did was make you happy so to hell with them and

 Don’t listen to momma
Hell I ain’t the devil
Ditch me when you wanna
But if you need a little
I can fix your problems
Always got your back
I can make you famous
By the way my name is….
 
Yeah
Yeah yeah it’s been a hell of a ride kid don’t you agree
Yeah yeah rock bottom ain’t as bad when you’re rocking with me
When you’re rocking with me
So
 
Don’t listen to momma
Hell I ain’t the devil
Ditch me when you wanna
But if you need a little
I can fix your problems
Always got your back
I can make you famous
By the way my name is…. 
By the way my name is…. 
By the way my name is Jack

#HARDY #JACK

http://vevo.ly/CmwWeo",True,True,11869380.0,Not Found
19404,HARDY,https://open.spotify.com/artist/5QNm7E7RU2m64l6Gliu8Oy,SOLD OUT,the mockingbird & THE CROW,album,spotify:track:4D4d3N9nuPnvNg3ZAICWTN,0.504,0.893,9.0,-4.801,0.0488,0.00556,1.83e-05,0.34,0.333,145.005,202912.0,https://www.youtube.com/watch?v=r57GhcHEgGo,HARDY - SOLD OUT (Wall to Wall Rock Video),HARDYVEVO,8605977.0,54483.0,2045.0,"Listen to ""SOLD OUT"" here: https://HARDY.lnk.to/SOLDOUT

To see all upcoming tour dates, visit: http://hardyofficial.com/
Instagram - https://www.instagram.com/hardy/
TikTok: https://www.tiktok.com/@hardy
Facebook - https://www.facebook.com/Hardy/
Twitter - https://twitter.com/HardyMusic
📱Text me - (615) 205-0310 

LYRICS:
Gold records on the sheetrock
Not bad for a boy from Mississippi
Yeah, I could buy a Maybach
But I'm still in my F-150

And my last name
Is a whole lot bigger than I thought it'd be
A lotta things changed
Except one thing, me

I'm still the same old redneck 
Fuck, don't give a damn
Ain't afraid to throw a dead buck on my Instagram
Grain alcohol in my cup
Got the whole house
Wall to wall and I still ain't sold out
Wall to wall and I still ain't sold out
Wall to wall and I still ain't sold out

Middle finger to the sky, buddy that's right
I don't sprinkle Dixie Crystal on my half-time 
Keep your in crowd, I'll be the outcast
I'll be country till I'm dead

That's on my last name
Is a whole lot bigger than I thought it'd be
A lotta things changed
But if there's something you should know about me

I'm still thе same old redneck 
Fuck, don't givе a damn
Ain't afraid to throw a dead buck on my Instagram
Grain alcohol in my cup
Got the whole house
Wall to wall and I still ain't sold out 
Wall to wall and I still ain't sold out
Wall to wall and I still ain't sold out

Middle finger to the sky till I'm gone and dead
.44 in the Ford for the copperheads
Alcohol in my cup
Got the whole house
Wall to wall and I still ain't sold out

Middle finger to the sky till I'm gone and dead
.44 in the Ford for the copperheads
Alcohol in my cup
Got the whole house
Wall to wall and I still ain't sold out

#HARDY #SOLDOUT

http://vevo.ly/aIgrF1",True,True,28095515.0,Not Found
19405,HARDY,https://open.spotify.com/artist/5QNm7E7RU2m64l6Gliu8Oy,RADIO SONG (feat. Jeremy McKinnon),the mockingbird & THE CROW,album,spotify:track:5DBjfRTOu395Fr5o7RTA0H,0.481,0.913,2.0,-4.774,0.0549,0.0213,1.48e-05,0.0544,0.319,147.981,187335.0,https://www.youtube.com/watch?v=Km3DY77vINU,HARDY - RADIO SONG (feat. Jeremy McKinnon) (Lyric Video),HARDYVEVO,290729.0,4350.0,369.0,"Listen to the new album here: https://HARDY.lnk.to/themockingbirdandTHECROW

To see all upcoming tour dates, visit: http://hardyofficial.com/
Instagram - https://www.instagram.com/hardy/
TikTok: https://www.tiktok.com/@hardy
Facebook - https://www.facebook.com/Hardy/
Twitter - https://twitter.com/HardyMusic
📱Text me - (615) 205-0310 

LYRICS:
There’s gotta be a truck
There’s gotta be a girl
She’s gotta be hot and you gotta rhyme that shit with world
And it can’t be too fake but it can’t be too real
Gotta make ‘em tap they’re feet or I’ll lose my record deal
So I just sat down with some dudes that wrote some hits
We put our heads together for a second and it goes like this
 
Baby whatcha think about getting outta here
Get you outta this bar girl get to switching gears
In my Chevy there’s a Yeti in the back with some beer
We can park in the dark, get our dirt road on
Oh
Everybody knows how it goes
Kiss you in the moonlight glow
Sitting shotty everybody sing along
Well this ain’t no radio song
 
Fuck
 
Well if it ain’t under four minutes it ain’t gon’ be a hit
If there ain’t no steel in it they ain’t gon’ play yo shit
And I wish I tell it like it is but the cold hard fact is
I can’t
So bring that money maker back
 
Baby whatcha think about getting outta here
Get you outta this bar girl get to switching gears
In my Chevy there’s a Yeti in the back with some beer
We can park in the dark, get our dirt road on
Oh
Everybody knows how it goes
Kiss you in the moonlight glow
Sitting shotty everybody sing along
Well this ain’t no radio song
 
Fuck
Well this ain’t no radio song
Yeah 
Let’s fucking go 
Well this ain’t no radio song

Fuck 
Well this ain’t no radio song
This ain’t no radio song
Fuck 

Baby whatcha think about getting outta here
Get you outta this bar girl get to switching gears
In my Chevy there’s a Yeti in the back with some beer
We can park in the dark, get our dirt road on
Oh
Everybody knows how it goes
Kiss you in the moonlight glow
Sitting shotty everybody sing along
Well this ain’t a motherfucking radio song
Fuck
Well this ain’t no radio song 
Yeah 
Let’s fucking go 
Fuck 
This ain’t no radio song 

#HARDY #JeremyMcKinnon #RADIOSONG

http://vevo.ly/9WQiKS",True,True,1514812.0,Not Found
19406,KHEA,https://open.spotify.com/artist/4m6ubhNsdwF4psNf3R8kwR,She Don't Give a Fo,She Don't Give a Fo,single,spotify:track:03a359wbiUsjN9h6yzXvmS,0.854,0.556,1.0,-4.49,0.14,0.345,0.0,0.165,0.342,119.938,209531.0,https://www.youtube.com/watch?v=Dq1cre_BLIE,Duki - She Don't Give A FO ft. Khea (Vídeo Oficial),Modo Diablo,182892.0,5743.0,110.0,,False,False,366032827.0,Not Found
19407,KHEA,https://open.spotify.com/artist/4m6ubhNsdwF4psNf3R8kwR,Loca,Loca,single,spotify:track:0vnrhysrKKRdNYFKLAGzRc,0.834,0.753,8.0,-3.011,0.0486,0.342,0.0,0.108,0.462,113.058,246383.0,https://www.youtube.com/watch?v=XQ0D_QD_DhM,Khea - Loca ft. Duki & Cazzu (Prod. Omar Varela & Mykka),MUEVA Records,689759471.0,4574796.0,195082.0,"Prod. Omar Varela & MYKKA.
Descarga: http://apple.co/2jMdWBo
Spotify: http://bit.do/locaspotify
Segui nuestra playlist en Spotify!: http://bit.do/muevaplaylist


Seguí a Khea:

https://www.instagram.com/khea.yf/

https://twitter.com/kheayf

Segui a Duki:

https://www.instagram.com/dukissj/

https://twitter.com/DukiSSJ

Segui a Cazzu: 

https://www.instagram.com/cazzuuuuu/

https://twitter.com/LilCazzu

Segui a Mueva:

https://www.instagram.com/muevarecords/

https://twitter.com/MuevaRecords

Shot by Ballve:

https://www.instagram.com/facuballve/

Model: @justipons

Mueva © 2017.",True,True,183172334.0,Not Found
19408,KHEA,https://open.spotify.com/artist/4m6ubhNsdwF4psNf3R8kwR,Loca - Remix,Loca Remix,single,spotify:track:2ECIwi1a7mfokdDkkJ08Ne,0.795,0.751,8.0,-3.661,0.0675,0.337,0.0,0.0983,0.537,113.033,346460.0,https://www.youtube.com/watch?v=XQ0D_QD_DhM,Khea - Loca ft. Duki & Cazzu (Prod. Omar Varela & Mykka),MUEVA Records,689759471.0,4574796.0,195082.0,"Prod. Omar Varela & MYKKA.
Descarga: http://apple.co/2jMdWBo
Spotify: http://bit.do/locaspotify
Segui nuestra playlist en Spotify!: http://bit.do/muevaplaylist


Seguí a Khea:

https://www.instagram.com/khea.yf/

https://twitter.com/kheayf

Segui a Duki:

https://www.instagram.com/dukissj/

https://twitter.com/DukiSSJ

Segui a Cazzu: 

https://www.instagram.com/cazzuuuuu/

https://twitter.com/LilCazzu

Segui a Mueva:

https://www.instagram.com/muevarecords/

https://twitter.com/MuevaRecords

Shot by Ballve:

https://www.instagram.com/facuballve/

Model: @justipons

Mueva © 2017.",True,True,325482285.0,Not Found
19409,KHEA,https://open.spotify.com/artist/4m6ubhNsdwF4psNf3R8kwR,Cómo Le Digo,Cómo Le Digo,single,spotify:track:0K0soSt52EhMS9FohRObdK,0.69,0.385,0.0,-8.444,0.0817,0.181,0.0,0.236,0.19,129.958,226101.0,https://www.youtube.com/watch?v=_I_zjqbPwOE,KHEA - Cómo le Digo,KHEA,189171043.0,1789842.0,59653.0,"Khea - Cómo le Digo
Spotify: https://spoti.fi/2GWO68o
iTunes: https://apple.co/2JGhcqk

Follow me:
https://www.Instagram.com/khea.yf/
https://www.Twitter.com/kheayf/
https://www.Facebook.com/kheayoungflex/

Prod. Omar Varela & ASAN
https://instagram.com/omarvarelaofficial/
https://instagram.com/dimeloasan/

Video by:
https://www.instagram.com/ferianmtt/",False,True,121369065.0,Not Found
