Unnamed: 0,Artist,Url_spotify,Track,Album,Album_type,Uri,Danceability,Energy,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Url_youtube,Title,Channel,Views,Likes,Comments,Description,Licensed,official_video,Stream,Genre
8000,Queen,https://open.spotify.com/artist/1dfeR4HaWDbWqFHLkxsg1d,Under Pressure - Remastered 2011,Hot Space (Deluxe Remastered Version),album,spotify:track:11IzgLRXV7Cgek3tEgGgjw,0.671,0.711,2.0,-7.813,0.0478,0.422,0.0,0.104,0.466,113.809,248440.0,https://www.youtube.com/watch?v=a01QQZyl-_I,Queen - Under Pressure (Official Video),Queen Official,218279630.0,1559392.0,50926.0,"Taken from Hot Space, 1982.

Click here to buy the DVD with this video at the Official Queen Store:
http://www.queenonlinestore.com

The official 'Under Pressure' music video. Taken from Queen - 'Greatest Video Hits 2'.

Subscribe to the official Queen channel Here https://Queen.lnk.to/Subscribe
Watch more: https://Queen.lnk.to/OfficialMusicVideos

About Queen:
Welcome to the official Queen channel. Subscribe today for exclusive Queen videos, including live shows, interviews, music videos & much more.

Connect with Queen Online:
Visit the official Queen Website: https://Queen.lnk.to/Official
Follow Queen on Instagram: https://Queen.lnk.to/Instagram
Follow Queen on TikTok: https://Queen.lnk.to/TikTokOfficial
Follow Queen on Twitter: https://Queen.lnk.to/Twitter

Queen - Under Pressure (Official Video)
https://www.youtube.com/user/queenofficial",True,True,1244601242.0,pop rock
8001,Queen,https://open.spotify.com/artist/1dfeR4HaWDbWqFHLkxsg1d,We Will Rock You - Remastered 2011,News Of The World (Deluxe Remastered Version),album,spotify:track:54flyrjcdnQdco7300avMJ,0.693,0.497,2.0,-7.316,0.119,0.679,0.0,0.258,0.473,81.308,122067.0,https://www.youtube.com/watch?v=BPUzsg5UsjM,Queen - We will rock you - Remastered [HD] - with lyrics,queenremastered4,918247.0,6042.0,102.0,"We will rock you
Album: News of the world (1977)
Lyrics
Buddy you're a boy make a big noise
Playin' in the street gonna be a big man some day
You got mud on yo' face
You big disgrace
Kickin' your can all over the place
Singin'

'We will we will rock you
We will we will rock you'

Buddy you're a young man hard man
Shoutin' in the street gonna take on the world some day
You got blood on yo' face
You big disgrace
Wavin' your banner all over the place

'We will we will rock you'
Singin'
'We will we will rock you'

Buddy you're an old man poor man
Pleadin' with your eyes gonna make you some peace some day
You got mud on your face
You big disgrace
Somebody better put you back into your place

'We will we will rock you'
Singin'
'We will we will rock you'
Everybody
'We will we will rock you'
'We will we will rock you'
Alright.",False,False,988607964.0,progressive rock
8002,Queen,https://open.spotify.com/artist/1dfeR4HaWDbWqFHLkxsg1d,Crazy Little Thing Called Love - Remastered 2011,The Game (Deluxe Remastered Version),album,spotify:track:35ItUJlMtjOQW3SSiTCrrw,0.599,0.762,0.0,-6.887,0.0423,0.714,4.43e-06,0.35,0.715,76.961,163373.0,https://www.youtube.com/watch?v=zO6D_BAuYCI,Queen - Crazy Little Thing Called Love (Official Video),Queen Official,192579813.0,1091964.0,27153.0,"Taken from The Game, 1980, Forever, 2014 and Greatest Video Hits 1'.

Click here to buy the DVD with this video at the Official Queen Store:
http://www.queenonlinestore.com

Subscribe to the official Queen channel Here https://Queen.lnk.to/Subscribe
Watch more: https://Queen.lnk.to/OfficialMusicVideos

About Queen:
Welcome to the official Queen channel. Subscribe today for exclusive Queen videos, including live shows, interviews, music videos & much more.

Connect with Queen Online:
Visit the official Queen Website: https://Queen.lnk.to/Official
Follow Queen on Instagram: https://Queen.lnk.to/Instagram
Follow Queen on TikTok: https://Queen.lnk.to/TikTokOfficial
Follow Queen on Twitter: https://Queen.lnk.to/Twitter

#QueenTheGreatest #Queen #CrazyLittleThingCalledLove #TakenFromTheGame #Forever #GreatestHits

Queen - Crazy Little Thing Called Love (Official Video)
https://www.youtube.com/user/queenofficial",True,True,551130364.0,progressive rock
8003,Queen,https://open.spotify.com/artist/1dfeR4HaWDbWqFHLkxsg1d,I Want To Break Free - Remastered 2011,The Works (Deluxe Remastered Version),album,spotify:track:7h2yhVxcZOGyQdOwD4Hu8J,0.795,0.433,4.0,-8.927,0.0324,0.0853,0.000284,0.0762,0.6,108.947,258013.0,https://www.youtube.com/watch?v=f4Mc-NYPHaQ,Queen - I Want To Break Free (Official Video),Queen Official,536167203.0,3815417.0,112115.0,"Click here to buy the DVD with this video at the Official Queen Store:
http://www.queenonlinestore.com

The official 'I Want To Break Free' music video. Taken from Queen - 'Greatest Video Hits 2'.

Subscribe to the official Queen channel Here https://Queen.lnk.to/Subscribe
Watch more: https://Queen.lnk.to/OfficialMusicVideos

About Queen:
Welcome to the official Queen channel. Subscribe today for exclusive Queen videos, including live shows, interviews, music videos & much more.

Connect with Queen Online:
Visit the official Queen Website: https://Queen.lnk.to/Official
Follow Queen on Instagram: https://Queen.lnk.to/Instagram
Follow Queen on TikTok: https://Queen.lnk.to/TikTokOfficial
Follow Queen on Twitter: https://Queen.lnk.to/Twitter

#Queen #IWantToBreakFree #GreatestHits

Queen - I Want To Break Free (Official Video)
https://www.youtube.com/user/queenofficial",True,True,,progressive rock
8004,Queen,https://open.spotify.com/artist/1dfeR4HaWDbWqFHLkxsg1d,Killer Queen - Remastered 2011,Sheer Heart Attack (Deluxe Remastered Version),album,spotify:track:7GqWnsKhMtEW0nzki5o0d8,0.535,0.65,10.0,-6.328,0.0554,0.379,0.0,0.14,0.61,117.188,179600.0,https://www.youtube.com/watch?v=2ZBtPf7FOoM,"Queen - Killer Queen (Top Of The Pops, 1974)",Queen Official,259389082.0,1891810.0,98940.0,"Taken from Sheer Heart Attack, 1974.
The official 'Killer Queen' music video. Taken from Queen - 'Greatest Video Hits 1'.

Click here to buy the DVD with this video at the Official Queen Store:
http://www.queenonlinestore.com

Subscribe to the official Queen channel Here https://Queen.lnk.to/Subscribe
Watch more: https://Queen.lnk.to/OfficialMusicVideos

About Queen:
Welcome to the official Queen channel. Subscribe today for exclusive Queen videos, including live shows, interviews, music videos & much more.

Connect with Queen Online:
Visit the official Queen Website: https://Queen.lnk.to/Official
Follow Queen on Instagram: https://Queen.lnk.to/Instagram
Follow Queen on TikTok: https://Queen.lnk.to/TikTokOfficial
Follow Queen on Twitter: https://Queen.lnk.to/Twitter

#QueenTheGreatest #Queen #KillerQueen #SheerHeartAttack #GreatestHits

Queen - Killer Queen (Top Of The Pops, 1974)
https://www.youtube.com/user/queenofficial",True,True,612430173.0,rock music
8005,Queen,https://open.spotify.com/artist/1dfeR4HaWDbWqFHLkxsg1d,We Are The Champions - Remastered 2011,News Of The World (Deluxe Remastered Version),album,spotify:track:7ccI9cStQbQdystvc6TvxD,0.268,0.459,7.0,-6.948,0.0346,0.378,0.0,0.119,0.172,64.223,179200.0,https://www.youtube.com/watch?v=04854XqcfCY,Queen - We Are The Champions (Official Video),Queen Official,256806100.0,1847421.0,92742.0,"Taken from News Of The World, 1977 and Greatest Video Hits 1. 

#QueenTheGreatest #Queen #WeAreTheChampions

Click here to buy the DVD with this video at the Official Queen Store:
http://www.queenonlinestore.com

Subscribe to the official Queen channel Here https://Queen.lnk.to/Subscribe
Watch more: https://Queen.lnk.to/OfficialMusicVideos

About Queen:
Welcome to the official Queen channel. Subscribe today for exclusive Queen videos, including live shows, interviews, music videos & much more.

Connect with Queen Online:
Visit the official Queen Website: https://Queen.lnk.to/Official
Follow Queen on Instagram: https://Queen.lnk.to/Instagram
Follow Queen on TikTok: https://Queen.lnk.to/TikTokOfficial
Follow Queen on Twitter: https://Queen.lnk.to/Twitter

Queen - We Are The Champions (Official Video)
https://www.youtube.com/user/queenofficial",True,True,567937359.0,progressive rock
8006,Queen,https://open.spotify.com/artist/1dfeR4HaWDbWqFHLkxsg1d,Radio Ga Ga - Remastered 2011,The Works (Deluxe Remastered Version),album,spotify:track:1HmzAZUvhQLhLo2z3ocpZI,0.744,0.502,5.0,-7.705,0.0359,0.179,0.000172,0.19,0.655,112.345,348227.0,https://www.youtube.com/watch?v=azdwsXLmrHE,Queen - Radio Ga Ga (Official Video),Queen Official,290456631.0,1524037.0,53269.0,"Taken from The Works, 1984.

Click here to buy the DVD with this video at the Official Queen Store:
http://www.queenonlinestore.com

The official 'Radio Ga Ga' music video. Taken from Queen - 'Greatest Video Hits 2'.

Subscribe to the official Queen channel Here https://Queen.lnk.to/Subscribe
Watch more: https://Queen.lnk.to/OfficialMusicVideos

About Queen:
Welcome to the official Queen channel. Subscribe today for exclusive Queen videos, including live shows, interviews, music videos & much more.

Connect with Queen Online:
Visit the official Queen Website: https://Queen.lnk.to/Official
Follow Queen on Instagram: https://Queen.lnk.to/Instagram
Follow Queen on TikTok: https://Queen.lnk.to/TikTokOfficial
Follow Queen on Twitter: https://Queen.lnk.to/Twitter

#Queen #RadioGaGa #TheWorks #GreatestHits

Queen - Radio Ga Ga (Official Video)
https://www.youtube.com/user/queenofficial",True,True,444072927.0,progressive rock
8007,Justin Timberlake,https://open.spotify.com/artist/31TPClRtHm23RisEBtV3X7,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",TROLLS (Original Motion Picture Soundtrack),album,spotify:track:1WkMMavIMc4JZ8cfMmxHkI,0.669,0.832,0.0,-5.721,0.0682,0.0106,0.0,0.0968,0.7,113.035,237547.0,https://www.youtube.com/watch?v=ru0K8uYEZWw,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"") (Official Video)",justintimberlakeVEVO,1632584281.0,6269442.0,180613.0,"Official Video for ”CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")"" by Justin Timberlake
Listen to Justin Timberlake: https://JustinTimberlake.lnk.to/listenYD
Watch more videos by Justin Timberlake: https://JustinTimberlake.lnk.to/listenYD/youtube

Subscribe to the official Justin Timberlake YouTube channel: https://JustinTimberlake.lnk.to/subscribeYD

Follow Justin Timberlake
Facebook: https://JustinTimberlake.lnk.to/followFI
Instagram: https://JustinTimberlake.lnk.to/followII
Twitter: https://JustinTimberlake.lnk.to/followTI
Website: https://JustinTimberlake.lnk.to/followWI
Spotify: https://JustinTimberlake.lnk.to/followSI
YouTube: https://JustinTimberlake.lnk.to/subscribeYD

Ask your voice device to play Justin Timberlake!

Lyrics:
Nothing I can see but you when you dance, dance, dance
A feeling good, good, creeping up on you
So just dance, dance, dance, come on
All those things I shouldn't do
But you dance, dance, dance
And ain't nobody leaving soon, so keep dancing
I can't stop the feeling!
So just dance, dance, dance
I can't stop the feeling!
So just dance, dance, dance
Come on

#JustinTimberlake #CANTSTOPTHEFEELING #OfficialVideo",True,True,1480138037.0,rhythm and blues
8008,Justin Timberlake,https://open.spotify.com/artist/31TPClRtHm23RisEBtV3X7,SexyBack (feat. Timbaland),FutureSex/LoveSounds,album,spotify:track:0O45fw2L5vsWpdsOdXwNAR,0.967,0.583,7.0,-5.562,0.0789,0.0584,0.0,0.0519,0.964,117.0,242733.0,https://www.youtube.com/watch?v=3gOHvDP_vCs,Justin Timberlake - SexyBack (Official Video) ft. Timbaland,justintimberlakeVEVO,266114452.0,1715168.0,41799.0,"Official Video for ”SexyBack” by Justin Timberlake
Listen to Justin Timberlake: https://JustinTimberlake.lnk.to/listenYD
Watch more videos by Justin Timberlake: https://JustinTimberlake.lnk.to/listenYD/youtube

Subscribe to the official Justin Timberlake YouTube channel: https://JustinTimberlake.lnk.to/subscribeYD

Follow Justin Timberlake
Facebook: https://JustinTimberlake.lnk.to/followFI
Instagram: https://JustinTimberlake.lnk.to/followII
Twitter: https://JustinTimberlake.lnk.to/followTI
Website: https://JustinTimberlake.lnk.to/followWI
Spotify: https://JustinTimberlake.lnk.to/followSI
YouTube: https://JustinTimberlake.lnk.to/subscribeYD

Ask your voice device to play Justin Timberlake!

Lyrics:
Come here, girl (Go 'head, be gone with it)
Come to the back (Go 'head, be gone with it)
VIP (Go 'head, be gone with it)
Drinks on me (Go 'head, be gone with it)
Let me see what you're twerking with (Go 'head, be gone with it)
Look at those hips (Go 'head, be gone with it)
You make me smile (Go 'head, be gone with it)
Go 'head, child (Go 'head, be gone with it)
And, get your sexy on (Go 'head, be gone with it)
Get your sexy on (Go 'head, be gone with it)
Get your sexy on (Go 'head, be gone with it)
Get your sexy on (Go 'head, be gone with it)
Get your sexy on, ha (Go 'head, be gone with it)
Get your sexy on (Go 'head, be gone with it)
Get your sexy on (Go 'head, be gone with it)
Get your sexy on

#JustinTimberlake #SexyBack #OfficialVideo",True,True,656261161.0,pop music
8009,Justin Timberlake,https://open.spotify.com/artist/31TPClRtHm23RisEBtV3X7,Mirrors,The 20/20 Experience (Deluxe Version),album,spotify:track:4rHZZAmHpZrA3iH5zx8frV,0.574,0.512,5.0,-6.664,0.0503,0.234,0.0,0.0946,0.512,76.899,484147.0,https://www.youtube.com/watch?v=uuZE_IRwLNI,Justin Timberlake - Mirrors (Official Video),justintimberlakeVEVO,1102839661.0,5181690.0,171735.0,"Official Video for ”Mirrors” by Justin Timberlake
Listen to Justin Timberlake: https://JustinTimberlake.lnk.to/listenYD
Watch more videos by Justin Timberlake: https://JustinTimberlake.lnk.to/listenYD/youtube

Subscribe to the official Justin Timberlake YouTube channel: https://JustinTimberlake.lnk.to/subscribeYD

Follow Justin Timberlake
Facebook: https://JustinTimberlake.lnk.to/followFI
Instagram: https://JustinTimberlake.lnk.to/followII
Twitter: https://JustinTimberlake.lnk.to/followTI
Website: https://JustinTimberlake.lnk.to/followWI
Spotify: https://JustinTimberlake.lnk.to/followSI
YouTube: https://JustinTimberlake.lnk.to/subscribeYD

Ask your voice device to play Justin Timberlake!

Lyrics:
'Cause I don't wanna lose you now
I'm lookin' right at the other half of me
The vacancy that sat in my heart
Is a space that now you hold
Show me how to fight for now
And I'll tell you, baby, it was easy
Comin' back here to you once I figured it out
You were right here all along
It's like you're my mirror (Oh)
My mirror staring back at me (Oh)
I couldn't get any bigger (Oh)
With anyone else beside me (Oh)
And now it's clear as this promise
That we're making
Two reflections into one
'Cause it's like you're my mirror (Oh)
My mirror staring back at me, staring back at me

#JustinTimberlake #Mirrors #OfficialVideo",True,True,807905112.0,neo soul
