Unnamed: 0,Artist,Url_spotify,Track,Album,Album_type,Uri,Danceability,Energy,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Url_youtube,Title,Channel,Views,Likes,Comments,Description,Licensed,official_video,Stream,Genre
15400,Migos,https://open.spotify.com/artist/6oMuImdp5ZcFhWP0ESe6mG,Walk It Talk It,Culture II,album,spotify:track:6n4U3TlzUGhdSFbUUhTvLP,0.907,0.633,2.0,-5.145,0.184,0.0876,2.6e-06,0.106,0.395,145.914,276147.0,https://www.youtube.com/watch?v=fGqdIPer-ms,Migos - Walk It Talk It ft. Drake (Official Video),MigosVEVO,402051856.0,3589336.0,111565.0,"Listen to Culture II everywhere now: https://Migos.lnk.to/Culture2YD

Purchase exclusive Migos merch featured from their official store: https://Migos.lnk.to/StoreYD

Follow Migos:
https://facebook.com/THEMigosAtl
https://twitter.com/migos
https://instagram.com/migos

Check out GIFS from this video at: https://giphy.com/Migos

Director: Daps & Quavo
Producer: Sara Lacombe
Executive Producers: Daps & Sara Lacombe
Second Unit Director: Joseph Desrosiers
Director of Photography: Corey Jennings
Stylist: Zoe Costello
Background Stylist: Rasheeda Ameera
Video Commissioner: Sara Lacombe & Kevin Kloecker

Music video by Migos performing Walk It Talk It. (C) 2018 Quality Control Music, LLC and UMG Recordings, Inc.

http://vevo.ly/RJgyLa",True,True,675438899.0,hip hop music
15401,Migos,https://open.spotify.com/artist/6oMuImdp5ZcFhWP0ESe6mG,Bad and Boujee (feat. Lil Uzi Vert),Culture,album,spotify:track:0M9ydKzuF3oZTfYYPfaGX1,0.926,0.666,11.0,-5.314,0.244,0.0611,0.0,0.123,0.168,127.079,343150.0,https://www.youtube.com/watch?v=S-sJp1FfG7Q,Migos - Bad and Boujee ft Lil Uzi Vert [Official Video],Migos ATL,1189718607.0,7307104.0,253621.0,"C U L T U R E - AVAILABLE NOW
►Merch: https://ffm.to/migosmerch
►Spotify: http://flyt.it/CULTUREsp
►iTunes: http://flyt.it/CULTURE
►Apple Music: http://flyt.it/CULTUREap
►Amazon Music:  http://flyt.it/CULTUREam
►Google Play: http://flyt.it/CULTUREgp
--
Follow: 
http://www.twitter.com/migos
http://instagram.com/migos
https://www.facebook.com/THEMigosAtl",False,False,847911334.0,hip hop music
15402,Migos,https://open.spotify.com/artist/6oMuImdp5ZcFhWP0ESe6mG,MotorSport,Culture II,album,spotify:track:4wFjTWCunQFKtukqrNijEt,0.904,0.518,2.0,-5.32,0.183,0.0305,0.0,0.325,0.188,137.996,303077.0,https://www.youtube.com/watch?v=9v_rtaye2yY,"Migos, Nicki Minaj, Cardi B - MotorSport (Official Video)",MigosVEVO,663194171.0,3960120.0,215678.0,"Listen to Culture II everywhere now: https://Migos.lnk.to/Culture2YD

Purchase exclusive Migos merch featured from their official store: https://Migos.lnk.to/StoreYD

Follow Migos:
https://facebook.com/THEMigosAtl
https://twitter.com/migos
https://instagram.com/migos

See the Vaporizer- vape pen used in Motorsport and Save 15% now: http://bit.ly/VAPE-DRAY

Cars provided by John Temerian: http://wearecurated.com/

DIRECTORS Bradley & Pablo, Quavo
PRODUCERS Fuliane Petikyan, Sara Lacombe, Kevin Kloecker
EXECUTIVE PRODUCER Chris Clavdescher
CREATIVE DIRECTION Bradley & Pablo, Quavo, Kevin Kloecker
HEAD OF PRODUCTION Autumn Hymes 
Director of Photography (VFX/Migos) Mathieu Plainfossé
Director of Photography (Nicki Minaj Unit) Joe Labisi
1ST AD Ev Salomon
PROD. DESIGNER Damien Fyffe
META PRODUCTIONS / VFX SUPER. John Cameron
MIGOS STYLING Zoe Costello
Editor/Cut & Run Chris Roebuck
VIDEO COMMISSIONER Kevin Kloecker, Sara Lacombe
MARKETING Mike Baro, Nick Simmons",True,True,537468650.0,hip hop music
15403,Migos,https://open.spotify.com/artist/6oMuImdp5ZcFhWP0ESe6mG,Narcos,Culture II,album,spotify:track:0wbnC9AUenxp613TYaJsGK,0.936,0.585,0.0,-6.914,0.125,0.0142,0.0,0.132,0.242,124.991,255379.0,https://www.youtube.com/watch?v=unh8kWUuNt4,Migos - Narcos,MigosVEVO,155347659.0,1434243.0,47679.0,"Listen to Culture II everywhere now: https://Migos.lnk.to/Culture2YD

Purchase exclusive Migos merch featured from their official store: https://Migos.lnk.to/StoreYD

Follow Migos:
https://facebook.com/THEMigosAtl
https://twitter.com/migos
https://instagram.com/migos

Music video by Migos performing Narcos. © 2018 Quality Control Music, LLC, Under Exclusive License to UMG Recordings, Inc


http://vevo.ly/U76IvE",True,True,386980718.0,hip hop music
15404,Migos,https://open.spotify.com/artist/6oMuImdp5ZcFhWP0ESe6mG,I Get the Bag (feat. Migos),Mr. Davis,album,spotify:track:1XRgIKC5TPwo7nWGyKqgG0,0.89,0.633,11.0,-5.475,0.168,0.0232,0.000343,0.0993,0.425,139.948,233087.0,https://www.youtube.com/watch?v=uo14xGYwWd4,Gucci Mane - I Get The Bag feat. Migos [Official Music Video],Gucci Mane,560391013.0,2658877.0,62534.0,"Gucci Mane - I Get The Bag feat. Migos

Mr. Davis out now: https://Atlantic.lnk.to/MrDavis

Get exclusive Mr. Davis merchandise here: http://smarturl.it/MrDavisBundlesYT

Follow Gucci Mane
http://GucciManeOnline.com
http://Twitter.com/Gucci1017
http://Facebook.com/GucciMane
http://Instagram.com/LaFlare1017
https://open.spotify.com/artist/13y7CgLHjMVRMDqxdx0Xdo",True,True,488773399.0,hip hop music
15405,Migos,https://open.spotify.com/artist/6oMuImdp5ZcFhWP0ESe6mG,Slide (feat. Frank Ocean & Migos),Funk Wav Bounces Vol.1,album,spotify:track:7tr2za8SQg2CI8EDgrdtNl,0.736,0.795,1.0,-3.299,0.0545,0.498,1.21e-06,0.254,0.511,104.066,230813.0,https://www.youtube.com/watch?v=8Ee4QjCEHHc,"Calvin Harris - Slide (Official Audio) ft. Frank Ocean, Migos",CalvinHarrisVEVO,167212915.0,1194745.0,25791.0,"Calvin Harris - Slide ft. Frank Ocean, Migos 
Taken from the new album 'Funk Wav Bounces Vol. 1'. Out Now: http://smarturl.it/FWBV1?IQid=YT 

Subscribe to Calvin's channel: http://smarturl.it/CHVevo?IQid=YT 

-------------- 

Follow Calvin online: http://calvinharris.com 
Snapchat: http://smarturl.it/CHSnapchat?IQid=YT 
Instagram: http://smarturl.it/CHInstagram?IQid=YT 
Facebook: http://smarturl.it/CHFacebook?IQid=YT 
Twitter: http://smarturl.it/CHTwitter?IQid=YT 
Spotify: http://smarturl.it/CHSptfy?IQid=YT

Chorus:
Do you slide on all your nights like this?
Do you try on all your nights like this? (I might)
Put some spotlight on the slide
Whatever comes, comes through clear
Do you slide on all your nights like this?
Do you try on all your nights like this? (I might)
Put some spotlight on the side
And whatever comes, comes through clear (Uh)

#CalvinHarris #Slide #FrankOcean #Migos",True,True,884122006.0,hip hop music
15406,Migos,https://open.spotify.com/artist/6oMuImdp5ZcFhWP0ESe6mG,Slippery (feat. Gucci Mane),Culture,album,spotify:track:0TBgMKD86t1VP3IzhxCoUl,0.92,0.675,1.0,-5.661,0.263,0.307,0.0,0.104,0.749,141.967,304041.0,https://www.youtube.com/watch?v=Hm1YFszJWbQ,Migos - Slippery feat. Gucci Mane [Official Video],Migos ATL,496618345.0,2504892.0,52843.0,"C U L T U R E - AVAILABLE NOW
►Merch: https://ffm.to/migosmerch
►Spotify: http://flyt.it/CULTUREsp
►iTunes: http://flyt.it/CULTURE
►Apple Music: http://flyt.it/CULTUREap
►Amazon Music:  http://flyt.it/CULTUREam
►Google Play: http://flyt.it/CULTUREgp
--
Directed by DAPS
--
Follow: 
http://www.twitter.com/migos
http://instagram.com/migos
https://www.facebook.com/THEMigosAtl",False,False,556113740.0,hip hop music
15407,Migos,https://open.spotify.com/artist/6oMuImdp5ZcFhWP0ESe6mG,Notice Me,Culture II,album,spotify:track:3OnOomd79OjqSYHchCQ6ht,0.793,0.344,6.0,-9.757,0.357,0.112,1.68e-06,0.15,0.45,166.105,233880.0,https://www.youtube.com/watch?v=DFRhdYCCzkQ,"Migos - ""Notice Me"" ft. Post Malone (music video)",RAP MUSIC,140357.0,2100.0,39.0,,False,False,219371216.0,hip hop music
15408,Tyler Childers,https://open.spotify.com/artist/13ZEDW6vyBF12HYcZRr4EV,All Your'n,Country Squire,album,spotify:track:0fCwTrRNfoNk962ati8n2K,0.585,0.55,11.0,-7.342,0.0255,0.408,3.97e-05,0.115,0.839,78.176,218280.0,https://www.youtube.com/watch?v=DrHd3nkCIz4,Tyler Childers - All Your'n (Official Video),TylerChildersVEVO,19441959.0,115317.0,2812.0,"Get the new album ‘Country Squire’ featuring “All Your’n” and “House Fire” available now: http://smarturl.it/CountrySquire  
Amazon - http://smarturl.it/CountrySquire/az
Apple Music - http://smarturl.it/CountrySquire/applemusic
iTunes - http://smarturl.it/CountrySquire/itunes
Spotify - http://smarturl.it/CountrySquire/spotify
Google Play - http://smarturl.it/CountrySquire/googleplay

Check out the tour dates for the Country Squire Run: https://tylerchildersmusic.com/tour

“All Your'n”
Drivin’ through the roadwork 
Oh the work they took forever on 
The road cones blur like memories 
Of the miles we shared between 
The place you learned to say your prayers 
The place I took to prayin’ 
Loadin in and breakin down 
My road dog door deal dreams 
Long before we ever met I made up my direction 
Long before I knew the half 
Of half that I’m sure of now 
And though I’d say it ain’t the way 
That you’d a gone about it 
You follow me, and lead me on 
And never let me down 
So I’ll love you til my lungs give out 
I ain’t lyin’ I’m all your’n and you’re all mine 
There ain’t two ways around it 
There ain’t no tryin’ bout it 
I’m all your’n and you’re all mine 
Fried morels and fine hotels 
And all that in the middle 
Every bite and curtain drawn I wanna taste with you 
The goddess in my days in pen 
The muse I aint’ refusin’ 
The part of me that ain’t around I’m always talkin’ to 
So I’ll love you til my lungs give out I ain’t lyin’ 
I’m all your’n and you’re all mine 
There ain’t two ways around it 
There ain’t no tryin’ bout it I’m all your’n and you’re all mine 
So I’ll love you til my lungs give out I ain’t lyin’ 
I’m all your’n and you’re all mine 
There ain’t two ways around it 
There ain’t no tryin’ bout it I’m all your’n and you’re all mine 
No there ain’t two ways around it 
There ain’t no tryin’ bout it I’m all your’n and you’re all mine 

Follow Tyler on Socials: 
Facebook: https://facebook.com/tylerchildersmusic/ 
Instagram: https://www.instagram.com/timmytychilders/
Twitter: https://twitter.com/TTChilders 

Director: Matt Stawski
Producers: Jennifer Ansell & Nicholas Robespierre
Exec. Producers: Isaac Rice & Missy Galanida
DP: Roger Pistole
Gaffer: Shannon Gamble
Art Director: Rob Sawyer
Hair/MU: Amanda Dixon
Wardrobe: Kim Perrett
Editor: Matt Stawski
Colorist: Taylor Black @ Apache
Illustrations: Serge Gay Jr. & Colonel Tony Moore
VFX: Matt Stawski
 
#TylerChilders #AllYourn #CountrySquire",True,True,154468718.0,country music
15409,Tyler Childers,https://open.spotify.com/artist/13ZEDW6vyBF12HYcZRr4EV,Feathered Indians,Purgatory,album,spotify:track:2tgQaL85WoRfgEa4hFQgrE,0.536,0.574,7.0,-6.705,0.0254,0.75,0.00277,0.105,0.877,87.194,224947.0,https://www.youtube.com/watch?v=_lsran_Slzc,Tyler Childers | Feathered Indians,LR Baggs,33144074.0,116137.0,3626.0,"LR Baggs Presents Tyler Childers performing ""Feathered Indians."" This session was filmed at the LR Baggs Soundcheck Office in Nashville, TN during the 2017 Americana Festival.

Tyler Childers... https://tylerchildersmusic.com
LR Baggs... https://www.lrbaggs.com

Directed and Edited by Mike Luckett
Camera Operator Dave Johnson
Audio Engineer David Brubaker",True,True,259570075.0,country music
