Unnamed: 0,Artist,Url_spotify,Track,Album,Album_type,Uri,Danceability,Energy,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Url_youtube,Title,Channel,Views,Likes,Comments,Description,Licensed,official_video,Stream,Genre
11800,The Verve,https://open.spotify.com/artist/2cGwlqi3k18jFpUyTrsR84,The Drugs Don't Work,Urban Hymns (Deluxe / Remastered 2016),album,spotify:track:15kLz0zNFdtsaJdXKSGmTU,0.442,0.52,0.0,-8.648,0.0261,0.184,0.0,0.154,0.177,77.437,304880.0,https://www.youtube.com/watch?v=ToQ0n3itoII,The Verve - The Drugs Don't Work,TheVerveVEVO,33859412.0,190935.0,11212.0,"Discover more about this classic song and the Urban Hymns album here: https://www.udiscovermusic.com/stories/urban-hymns-verve-indie-rock-gods
Listen to more from The Verve: https://TheVerve.lnk.to/Essentials

Listen to some of the The Verve's biggest tracks here: https://TheVerve.lnk.to/BestOf

Experience The Verve on CD & Vinyl LP: https://TheVerve.lnk.to/5_-xq

Follow The Verve
https://www.facebook.com/theverve/
https://twitter.com/genuineverve

Music video by The Verve performing The Drugs Don't Work.",True,True,106804662.0,Britpop
11801,The Verve,https://open.spotify.com/artist/2cGwlqi3k18jFpUyTrsR84,Sonnet,Urban Hymns (Remastered 2016),album,spotify:track:6OgWHP8rRXiq7VMaryVaVo,0.433,0.725,0.0,-7.296,0.0244,0.12,4.34e-05,0.225,0.376,89.059,261360.0,https://www.youtube.com/watch?v=r2vGa-yLiso,The Verve - Sonnet (Official Video),TheVerveVEVO,26206456.0,127160.0,4743.0,"Check out the official music video for ""Sonnet"" by The Verve

Discover more about this classic song and the Urban Hymns album here: https://www.udiscovermusic.com/stories/urban-hymns-verve-indie-rock-gods
Listen to more from The Verve: https://TheVerve.lnk.to/Essentials

Listen to some of the The Verve's biggest tracks here: https://TheVerve.lnk.to/BestOf

Experience The Verve on CD & Vinyl LP: https://TheVerve.lnk.to/5_-xq

Follow The Verve
https://www.facebook.com/theverve/
https://twitter.com/genuineverve

Music video by The Verve performing Sonnet.

#TheVerve #Sonnet #Vevo #VevoOfficial #Rock #OfficialMusicVideo",True,True,66860364.0,Britpop
11802,The Verve,https://open.spotify.com/artist/2cGwlqi3k18jFpUyTrsR84,Love is Noise,Forth,album,spotify:track:6ypCu5xx6kJp2hnQ8zncqQ,0.426,0.865,7.0,-4.153,0.0411,0.000472,0.0,0.385,0.311,123.06,327960.0,https://www.youtube.com/watch?v=kdTzmIgRuQ0,The Verve - Love Is Noise (Official Video),TheVerveVEVO,14427179.0,74948.0,2517.0,"Check out the official music video for ""Love Is Noise"" by The Verve

Explore the incredible history of The Verve here: http://www.udiscovermusic.com/artists/the-verve
Listen to more from The Verve: https://TheVerve.lnk.to/Essentials

Listen to some of the The Verve's biggest tracks here: https://TheVerve.lnk.to/BestOf

Experience The Verve on CD & Vinyl LP: https://TheVerve.lnk.to/5_-xq

Follow The Verve
https://www.facebook.com/theverve/
https://twitter.com/genuineverve

Music video by The Verve performing Love Is Noise.

#TheVerve #LoveIsNoise #Vevo #VevoOfficial #Rock #OfficialMusicVideo",True,True,,alternative rock
11803,The Verve,https://open.spotify.com/artist/2cGwlqi3k18jFpUyTrsR84,On Your Own - Remastered 2016,A Northern Soul (2016 Remastered / Deluxe),album,spotify:track:6KA7zkPJOGjFI4bmwm3la2,0.447,0.711,4.0,-7.291,0.0237,0.359,2.81e-06,0.247,0.379,86.217,213733.0,https://www.youtube.com/watch?v=Un1AzTkY2tQ,The Verve - On Your Own,TheVerveVEVO,1314619.0,3460.0,247.0,Music video by The Verve performing On Your Own.,True,True,3691032.0,alternative rock
11804,The Verve,https://open.spotify.com/artist/2cGwlqi3k18jFpUyTrsR84,History - Remastered 2016,A Northern Soul (2016 Remastered / Deluxe),album,spotify:track:52p8lRbIrKYjzwDMXgBVFO,0.338,0.638,2.0,-7.989,0.0332,0.105,0.0,0.102,0.113,133.99,326093.0,https://www.youtube.com/watch?v=EBZQELpEiAc,History (Remastered 2016),The Verve - Topic,129457.0,1709.0,6.0,"Provided to YouTube by Universal Music Group

History (Remastered 2016) · The Verve

A Northern Soul

℗ 1995 Virgin Records Limited

Released on: 2016-09-09

Producer: The Verve
Associated  Performer, Vocals, Acoustic  Guitar, Percussion: Richard Ashcroft
Associated  Performer, String  Arranger, Conductor, Strings  Conductor: Wil Malone
Associated  Performer, Drums, Percussion: Peter Salisbury
Studio  Personnel, Production  Coordinator: Mark Lee
Associated  Performer, Guitar: Nick McCabe
Producer, Associated  Performer, String  Arranger, Synthesizer  Programming: Owen Morris
Associated  Performer, Bass  Guitar, Acoustic  Guitar: Simon Jones
Associated  Performer, Strings: London Session Orchestra
Associated  Performer, Strings: Gavyn Wright
Studio  Personnel, Mastering  Engineer: Jack Adams
Studio  Personnel, Mastering  Engineer: Tony Cousins
Studio  Personnel, Mastering  Engineer: Sabian Chalupa
Studio  Personnel, Mastering  Engineer: Chris Potter
Composer: Nick McCabe
Composer: Simon Jones
Composer: Richard Ashcroft
Composer: Peter Salisbury

Auto-generated by YouTube.",True,True,11245943.0,alternative rock
11805,The Verve,https://open.spotify.com/artist/2cGwlqi3k18jFpUyTrsR84,Slide Away - 2016 Remastered,A Storm In Heaven,album,spotify:track:3qe5DVIk3kwc0p9IrfHJ2g,0.306,0.635,2.0,-7.566,0.032,0.017,0.323,0.0769,0.221,150.1,243453.0,https://www.youtube.com/watch?v=X45hWP_QKt0,The Verve - Slide Away,TheVerveVEVO,4782686.0,12824.0,879.0,"Discover more about this classic song and the A Storm In Heaven album here: http://www.udiscovermusic.com/stories/rediscover-a-storm-in-heaven
Listen to more from The Verve: https://TheVerve.lnk.to/Essentials

Listen to some of the The Verve's biggest tracks here: https://TheVerve.lnk.to/BestOf

Experience The Verve on CD & Vinyl LP: https://TheVerve.lnk.to/5_-xq

Follow The Verve
https://www.facebook.com/theverve/
https://twitter.com/genuineverve

Music video by The Verve performing Slide Away.",True,True,4079203.0,alternative rock
11806,The Verve,https://open.spotify.com/artist/2cGwlqi3k18jFpUyTrsR84,Catching The Butterfly,Urban Hymns (Remastered 2016),album,spotify:track:6DzO0V24CQ3P7pcJccZHNG,0.315,0.851,2.0,-8.957,0.0361,0.228,0.74,0.274,0.448,92.356,386907.0,https://www.youtube.com/watch?v=cJL-yPcIDcs,The Verve - Catching The Butterfly (faded version),TheVerveVEVO,482635.0,6584.0,335.0,"Urban Hymns / 20th anniversary / https://theverve.lnk.to/UrbanHymns_2017YD

Music video by The Verve performing Catching The Butterfly. (C) 2017 Virgin Records Ltd

http://vevo.ly/lsOUq2

#TheVerve #CatchingTheButterfly #Vevo #VevoOfficial #Rock #OfficialMusicVideo",True,True,4987749.0,Britpop
11807,The Verve,https://open.spotify.com/artist/2cGwlqi3k18jFpUyTrsR84,Space And Time,Urban Hymns (Deluxe / Remastered 2016),album,spotify:track:5LLNmbRzBCT3cfrmHg6jR7,0.21,0.723,2.0,-8.803,0.0366,0.0419,0.00457,0.138,0.326,165.495,336640.0,https://www.youtube.com/watch?v=PwGtpAlHSdI,The Verve - Space & Time,IavMusic,1443061.0,4232.0,372.0,7th track,False,False,,Britpop
11808,Mazzy Star,https://open.spotify.com/artist/37w38cCSGgKLdayTRjna4W,Fade Into You,So Tonight That I Might See,album,spotify:track:1LzNfuep1bnAUR9skqdHCK,0.42,0.33,9.0,-13.925,0.0275,0.245,0.000679,0.0677,0.175,157.143,295600.0,https://www.youtube.com/watch?v=ImKY6TZEyrI,Mazzy Star - Fade Into You (Official Music Video),MazzyStarVEVO,56650189.0,536645.0,25878.0,"Official video for Mazzy Star's ""Fade Into You"" from the album So Tonight That I Might See. REMASTERED IN HD!

Watch more Mazzy Star videos: https://www.youtube.com/playlist?list=OLAK5uy_nRYvtj0_SRhC7y5wpvJzmgbplA4t087wo

Music video by Mazzy Star performing Fade Into You. (P) 2005 Capitol Records, LLC
#MazzyStar #FadeIntoYou #Remastered",True,True,296526760.0,rock music
11809,Mazzy Star,https://open.spotify.com/artist/37w38cCSGgKLdayTRjna4W,Halah,She Hangs Brightly,album,spotify:track:6JuEshIRliNXRU1LXctRjZ,0.622,0.448,0.0,-10.709,0.0265,0.23,0.0,0.102,0.553,106.085,196227.0,https://www.youtube.com/watch?v=uWOi_jI7jjw,Mazzy Star - Halah (Official Music Video),Telegenics,105529.0,2861.0,143.0,"Official music video for ""Halah"" performed by Mazzy Star.
Taken from Telegenics # 141A.

(P) & (C) 1995 Capitol Records, Inc.

More from Telegenics:
Follow us on Twitter: http://bit.ly/telegenicstw
Official Facebook Fanpage: http://bit.ly/telegenicsfb

#MazzyStar #Halah",False,False,24915324.0,dream pop
